,公司,岗位,薪资,地址,经度,纬度,URL,low,hight,mean,区域
192,北京丰韵日泰科技有限公司,仓库主管,4.5-6千/月,北京市海淀区上地四街实创大厦东区3层,116.316766,40.04389,https://jobs.51job.com/beijing-hdq/102645429.html?s=01&t=0,4.5,6.0,5.25,海淀区
193,上海兔小二科技有限公司,仓库主管,5-6千/月,北京市大兴区亦庄经济开发区经海三路15号,116.536339,39.819383,https://jobs.51job.com/beijing-dxq/104546282.html?s=01&t=0,5.0,6.0,5.5,大兴区
194,泛骏华国际物流（中国）有限公司,仓库主管,5-8千/月,北京市顺义区北京空港物流基地顺驰路19号,116.598522,40.129791,https://jobs.51job.com/beijing-syq/93408954.html?s=01&t=0,5.0,8.0,6.5,顺义区
195,北京旭日鸿升生物技术有限公司,仓库主管,4.5-6千/月,北京市大兴区金星路12号院2号楼1208室,116.35601,39.768127,https://jobs.51job.com/beijing-dxq/109678392.html?s=01&t=0,4.5,6.0,5.25,大兴区
197,中科浩鼎科技股份有限公司,仓库主管,3-4.5千/月,高里掌路1号院翠湖科技园东区10号楼,116.163881,40.070657,https://jobs.51job.com/beijing-hdq/91912422.html?s=01&t=0,3.0,4.5,3.75,海淀区
198,培高商业连锁有限公司,物流仓储专员（免费食宿）,4.5-6千/月,经海一路科创十一街天骥智谷9号楼,116.559237,39.788434,https://jobs.51job.com/beijing-tzq/97785454.html?s=01&t=0,4.5,6.0,5.25,通州区
200,北京水木天蓬医疗技术有限公司,仓库主管,6-8千/月,中关村南大街6号中电信息大厦1012室,116.329992,39.970444,https://jobs.51job.com/beijing-hdq/85517452.html?s=01&t=0,6.0,8.0,7.0,海淀区
201,杭州永创智能设备股份有限公司,仓库主管,3-4.5千/月,西北旺东路10号院东区5号楼5层C5-3号,116.290552,40.056605,https://jobs.51job.com/beijing-hdq/104700172.html?s=01&t=0,3.0,4.5,3.75,海淀区
202,北京水产有限责任公司,仓库主管,4-5千/月,西集,116.887914,39.823283,https://jobs.51job.com/beijing-tzq/106713186.html?s=01&t=0,4.0,5.0,4.5,通州区
203,北京兰城兴商贸有限公司,仓库主管,3.5-4.5千/月,菜户营鹏润家园,116.35361,39.875428,https://jobs.51job.com/beijing-ftq/106015387.html?s=01&t=0,3.5,4.5,4.0,丰台区
205,达柯思（北京）贸易有限公司,仓库主管,4-6千/月,三里屯路19号太古里南区S6-17,116.461888,39.940715,https://jobs.51job.com/beijing-cyq/109236079.html?s=01&t=0,4.0,6.0,5.0,朝阳区
206,北京兴长信达科技发展有限公司,仓库主管,4-5千/月,双井广渠路29号九龙花园4号楼，2层独立办公楼,116.474652,39.900084,https://jobs.51job.com/beijing-cyq/108859935.html?s=01&t=0,4.0,5.0,4.5,朝阳区
208,北京达世行北苑汽车销售服务有限公司,仓库主管,5-6千/月,来广营西路99号,116.438619,40.029111,https://jobs.51job.com/beijing-cyq/96891255.html?s=01&t=0,5.0,6.0,5.5,朝阳区
209,北京迈克法拉科技有限公司,高薪国贸内仓,4-6千/月,北京市朝阳区东三环中路20号双井乐成,116.468945,39.900405,https://jobs.51job.com/beijing-cyq/107895326.html?s=01&t=0,4.0,6.0,5.0,朝阳区
211,德迅（中国）货运代理有限公司北京分公司,工艺工程师（仓储物流）,0.8-1万/月,亦庄开发区,116.512988,39.801205,https://jobs.51job.com/beijing-dxq/106922727.html?s=01&t=0,8.0,10.0,9.0,大兴区
212,传思译奥（上海）商贸有限公司,仓库主管,7-9千/月,三里屯太古里,116.460969,39.940719,https://jobs.51job.com/beijing-cyq/106125911.html?s=01&t=0,7.0,9.0,8.0,朝阳区
213,天地华宇集团,分拣员,4.5-6千/月,水源路南100米科勒有限公司,116.82975,40.361791,https://jobs.51job.com/beijing-myq/105202312.html?s=01&t=0,4.5,6.0,5.25,密云区
214,北京东油海兰德管道技术有限公司,项目执行助理,4-6千/月,长楹天街星座,116.607991,39.93042,https://jobs.51job.com/beijing-cyq/108538658.html?s=01&t=0,4.0,6.0,5.0,朝阳区
215,北京曲威吕馨服装服饰有限公司,配货员,4.5-6千/月,宋庄摇不动村175号,116.781618,39.930468,https://jobs.51job.com/beijing-tzq/109573497.html?s=01&t=0,4.5,6.0,5.25,通州区
216,北京宇音科技发展有限公司,配件调度工程师,4-5千/月,福田多功能厂,116.761724,40.382835,https://jobs.51job.com/beijing-myq/105840856.html?s=01&t=0,4.0,5.0,4.5,密云区
218,北京中闰建设有限公司,仓库主管,3-4.5千/月,海淀区公主坟城乡华懋商厦写字楼13层1318,116.314609,39.915076,https://jobs.51job.com/beijing-hdq/109391448.html?s=01&t=0,3.0,4.5,3.75,海淀区
219,广州屈臣氏食品饮料有限公司北京饮料分公司,文员,3-4.5千/月,亦庄开发区科创二街6号,116.539163,39.822774,https://jobs.51job.com/beijing-dxq/97541275.html?s=01&t=0,3.0,4.5,3.75,大兴区
220,I.T（香港高级品牌服饰连销集团）,仓库专员,4.5-6千/月,北京市大兴区黄村镇天河北路11号宏大伟业物流14-16号库,116.355091,39.698876,https://jobs.51job.com/beijing-dxq/108474249.html?s=01&t=0,4.5,6.0,5.25,大兴区
221,北京万集科技股份有限公司,到货组组长,4.5-6千/月,北小营,116.731707,40.203039,https://jobs.51job.com/beijing-syq/109797409.html?s=01&t=0,4.5,6.0,5.25,顺义区
222,北京金丰餐饮有限公司,仓库主管,3-4.5千/月,知春路甲48号盈都大厦A座1702,116.345828,39.980601,https://jobs.51job.com/beijing-hdq/98587257.html?s=01&t=0,3.0,4.5,3.75,海淀区
223,北大公学,仓库主管,3-4.5千/月,北京海淀区成府路,116.3502,39.998706,https://jobs.51job.com/beijing-hdq/106404017.html?s=01&t=0,3.0,4.5,3.75,海淀区
224,北京宝仕图国际酒业有限公司,理货员,3-4.5千/月,十八里店老君堂,116.528007,39.83989,https://jobs.51job.com/beijing-cyq/69871877.html?s=01&t=0,3.0,4.5,3.75,朝阳区
225,菲洛嘉（北京）医疗美容医院连锁有限公司,仓储经理,0.8-1万/月,朝阳区光华路SOHO二期A座16层,116.458278,39.919363,https://jobs.51job.com/beijing-cyq/108364481.html?s=01&t=0,8.0,10.0,9.0,朝阳区
226,上海古今内衣集团有限公司,配货员,3.6-3.7千/月,南三环东铁匠营横一条金泰翔达,116.441018,39.855073,https://jobs.51job.com/beijing-ftq/109015981.html?s=01&t=0,3.6,3.7,3.6500000000000004,丰台区
227,北京汇通天下物联科技有限公司,运营主管,1-1.5万/月,海淀区农大南路硅谷亮城2A,116.31909,40.032441,https://jobs.51job.com/beijing-hdq/104643627.html?s=01&t=0,10.0,15.0,12.5,海淀区
228,天津市阿根园进出口贸易有限公司北京分公司,仓库主管,4.5-6千/月,北京市大兴经济开区广平大街9号,116.368121,39.762731,https://jobs.51job.com/beijing-dxq/106341666.html?s=01&t=0,4.5,6.0,5.25,大兴区
229,北京太易德电气安装有限公司,仓库主管,4-6千/月,香河园北街3号,116.443308,39.955817,https://jobs.51job.com/beijing-dcq/103736460.html?s=01&t=0,4.0,6.0,5.0,东城区
231,北京首农供应链管理有限公司,仓库主管,4-4.5千/月,草桥,116.36386,39.852202,https://jobs.51job.com/beijing-ftq/109482960.html?s=01&t=0,4.0,4.5,4.25,丰台区
232,深圳欧瑞特供应链管理有限公司,仓库专员,4-6千/月,机场北路航港物流园10号院,116.606579,40.117452,https://jobs.51job.com/beijing-syq/102796654.html?s=01&t=0,4.0,6.0,5.0,顺义区
234,新旺（投资）中国有限公司,仓库主管,3-4.5千/月,北京市通州区马驹桥镇景盛南四街15号联东U谷15号楼A幢3层,116.574747,39.735949,https://jobs.51job.com/beijing-tzq/90358786.html?s=01&t=0,3.0,4.5,3.75,通州区
235,北京鹏远新和国际物流有限公司,操作员,3.5-6.5千/月,通州区康定街17号ABB低压电器,116.549502,39.781206,https://jobs.51job.com/beijing-tzq/100555014.html?s=01&t=0,3.5,6.5,5.0,通州区
237,灵动华宇科技发展（北京）有限公司,物流专员,4.5-6千/月,和义文化产业园B座3层,116.546835,40.287082,https://jobs.51job.com/beijing-ftq/109625420.html?s=01&t=0,4.5,6.0,5.25,丰台区
239,北京欧尚超市有限公司,理货员,2.5-5千/月,北京市海淀区西四环北路117号，金四季购物中心地下一层欧尚超市有限公司。,116.277323,39.94992,https://jobs.51job.com/beijing-hdq/109446609.html?s=01&t=0,2.5,5.0,3.75,海淀区
240,全爱工匠,仓库主管,6-8千/月,北京市朝阳区草场地醉库文化创意园A3,116.511732,40.003192,https://jobs.51job.com/beijing-cyq/94562087.html?s=01&t=0,6.0,8.0,7.0,朝阳区
241,北京文香信息技术有限公司,打包员,4-5千/月,北京市经济开发区荣华南路15号中航技广场B座11层,116.523726,39.786689,https://jobs.51job.com/beijing-dxq/104921328.html?s=01&t=0,4.0,5.0,4.5,大兴区
243,北京百维博锐贸易有限公司,仓库主管,4.5-6千/月,北京市海淀区西直门北大街32号院3号楼1层iSpace苹果专卖店,116.362819,39.958656,https://jobs.51job.com/beijing-hdq/89977987.html?s=01&t=0,4.5,6.0,5.25,海淀区
244,北京三喜佳星商贸有限公司,仓库主管,4.5-6千/月,北京-西城区,116.372226,39.918149,https://jobs.51job.com/beijing-xcq/108194503.html?s=01&t=0,4.5,6.0,5.25,西城区
245,北京同有飞骥科技股份有限公司,仓库主管,4-5千/月,环保科技示范园地锦路9号院2号楼同有科技,116.17957,40.065373,https://jobs.51job.com/beijing-hdq/109637674.html?s=01&t=0,4.0,5.0,4.5,海淀区
246,水清木华国际投资（北京）有限公司,仓库主管,3-4.5千/月,北京市朝阳区建外大街8号国际财源中心（IFC）三层,116.459729,39.913253,https://jobs.51job.com/beijing-cyq/96120283.html?s=01&t=0,3.0,4.5,3.75,朝阳区
247,四川金投金融电子服务股份有限公司,银行ATM维护员,4-6千/月,圆明园西路49号邮储海淀支行,116.293509,40.018244,https://jobs.51job.com/beijing-hdq/108335911.html?s=01&t=0,4.0,6.0,5.0,海淀区
248,上海尚韵供应链管理有限公司,仓库主管,7-9千/月,物流基地兴茂北街18号东方信捷物流园,116.568437,39.770336,https://jobs.51job.com/beijing-tzq/106133369.html?s=01&t=0,7.0,9.0,8.0,通州区
249,上海龙渤物流有限公司,叉车工,3-4.5千/月,黄村镇矿林路2号（益海嘉里粮油公司内）,116.344334,39.710827,https://jobs.51job.com/beijing-dxq/75453282.html?s=01&t=0,3.0,4.5,3.75,大兴区
250,北京达欣园国际商贸有限公司,仓库主管,3-4.5千/月,潞城镇武兴路龙晨盛达冷藏物流公司,116.840178,39.861829,https://jobs.51job.com/beijing-tzq/90839401.html?s=01&t=0,3.0,4.5,3.75,通州区
251,上海中智医疗器械有限公司,送货员,2.5-3.5千/月,西城区,116.372623,39.918236,https://jobs.51job.com/beijing-xcq/71367299.html?s=01&t=0,2.5,3.5,3.0,西城区
252,北京佳诚医药有限公司,仓库主管,3-4.5千/月,北京市密云区河南寨滨河工业开发区德宝锅炉有限公司院内,116.838723,40.342822,https://jobs.51job.com/beijing-myq/106777277.html?s=01&t=0,3.0,4.5,3.75,密云区
253,北京润易众诚医疗器材有限公司,仓库主管,3-4.5千/月,瞰都国际4号楼310室,116.493311,39.96664,https://jobs.51job.com/beijing-cyq/103081634.html?s=01&t=0,3.0,4.5,3.75,朝阳区
254,北京巴瑞医疗器械有限公司,仓库主管,4.5-6千/月,北京经济技术开发区地盛北街1号北工大软件园23－2,116.5094,39.79121,https://jobs.51job.com/beijing-dxq/49363053.html?s=01&t=0,4.5,6.0,5.25,大兴区
257,北京标融科技发展有限公司,仓库主管,6-8千/月,永丰基地丰贤东路7号北斗星通大厦,116.248512,40.086023,https://jobs.51job.com/beijing-hdq/109374748.html?s=01&t=0,6.0,8.0,7.0,海淀区
259,北京鸿泰合力科技有限公司,仓库主管,4.5-6千/月,北京市通州区联东U谷东区 景盛南四街甲13号3幢2层202,116.579323,39.738499,https://jobs.51job.com/beijing-tzq/109551930.html?s=01&t=0,4.5,6.0,5.25,通州区
262,北京思腾合力科技有限公司,仓库主管,3-4.5千/月,安宁庄西路金泰富地大厦3层317室,116.322006,40.048835,https://jobs.51job.com/beijing-hdq/104039669.html?s=01&t=0,3.0,4.5,3.75,海淀区
263,北京东方格莱美墙纸有限公司,库工,4-5千/月,北京市大兴区芦城开发区黄鹅路55号 格莱美墙纸大厦,116.282842,39.758599,https://jobs.51job.com/beijing-dxq/103882623.html?s=01&t=0,4.0,5.0,4.5,大兴区
264,上海硕熙商贸有限公司,仓库验货员,4-6千/月,南湖渠西路220号4-1室,116.457058,39.999698,https://jobs.51job.com/beijing-cyq/106259930.html?s=01&t=0,4.0,6.0,5.0,朝阳区
265,凌云光技术集团有限责任公司,仓库专员,5-8千/月,翠湖南环路13号院7号楼知识理性大厦,116.233091,40.217102,https://jobs.51job.com/beijing-hdq/84181675.html?s=01&t=0,5.0,8.0,6.5,海淀区
266,凌云光技术集团视觉器件业务部,仓库主管,6-8千/月,翠湖南环路13号院7号楼知识理性大厦,116.233091,40.217102,https://jobs.51job.com/beijing-hdq/105269404.html?s=01&t=0,6.0,8.0,7.0,海淀区
268,北京中佳宏威科技有限公司,仓库主管,3-4千/月,北京市海淀区西北旺镇亮甲店村北门（公交584总站旁）百世云仓,116.244751,40.052101,https://jobs.51job.com/beijing-hdq/65973255.html?s=01&t=0,3.0,4.0,3.5,海淀区
269,北京高铁三瑞电子技术有限公司,仓库主管,4.5-6千/月,北京市丰台区科兴路9号305、307室（园区）,116.299045,39.843252,https://jobs.51job.com/beijing-ftq/57616536.html?s=01&t=0,4.5,6.0,5.25,丰台区
270,北京迈亚方圆通讯技术有限公司,仓库主管,4.5-6千/月,北京市大兴区瀛海工业园区,116.475647,39.749525,https://jobs.51job.com/beijing-dxq/102829974.html?s=01&t=0,4.5,6.0,5.25,大兴区
272,加弗克（北京）装饰有限公司,仓库主管,3-4.5千/月,小营路17号金盟大厦,116.429927,39.998204,https://jobs.51job.com/beijing-cyq/109791992.html?s=01&t=0,3.0,4.5,3.75,朝阳区
277,迈恩德（北京）电子有限公司,物料计划 Material planning,6-8千/月,空港A区天纬三街6号,116.567129,40.081865,https://jobs.51job.com/beijing-syq/94073258.html?s=01&t=0,6.0,8.0,7.0,顺义区
278,北京天健君安经贸有限公司,仓库主管,5-8千/月,金台里甲9号铜牛大厦2层,116.482526,39.921857,https://jobs.51job.com/beijing-cyq/90135108.html?s=01&t=0,5.0,8.0,6.5,朝阳区
280,国药控股北京天星普信生物医药有限公司,配送员,3-4.5千/月,304医院,116.310864,39.93117,https://jobs.51job.com/beijing-hdq/108689328.html?s=01&t=0,3.0,4.5,3.75,海淀区
281,北京斯克维思仪表有限公司,仓库主管,4.5-6千/月,张家湾镇方和正圆2号厂房,116.727443,39.862848,https://jobs.51job.com/beijing-tzq/97687981.html?s=01&t=0,4.5,6.0,5.25,通州区
283,北京三重华星电子科技有限公司,仓库主管,3-4.5千/月,昌平科技园超前路37号4号楼二层,116.263242,40.210463,https://jobs.51job.com/beijing-cpq/77704560.html?s=01&t=0,3.0,4.5,3.75,昌平区
286,北京威克多制衣中心,仓库主管,4.5-6千/月,大兴区工业开发区金苑路甲15号,116.358743,39.765065,https://jobs.51job.com/beijing-dxq/106563839.html?s=01&t=0,4.5,6.0,5.25,大兴区
288,北京欣隆福医药销售有限公司,仓库主管,4.5-6.5千/月,西坝河南路6号芳馨园西座103室,116.441439,39.963224,https://jobs.51job.com/beijing-cyq/95203070.html?s=01&t=0,4.5,6.5,5.5,朝阳区
289,国药集团北京医疗器械有限公司,仓库主管,4.5-6千/月,顺义机场附近,116.608774,40.085848,https://jobs.51job.com/beijing-cyq/96740967.html?s=01&t=0,4.5,6.0,5.25,朝阳区
292,北京科基佳德智能技术有限公司,仓库主管,3-4.5千/月,怀柔,116.638386,40.322618,https://jobs.51job.com/beijing-hrq/108734179.html?s=01&t=0,3.0,4.5,3.75,怀柔区
293,北京永华控制技术有限公司,仓库主管,3.5-4.5千/月,南陈路50号院A栋2层,116.622699,40.173145,https://jobs.51job.com/beijing-syq/92237201.html?s=01&t=0,3.5,4.5,4.0,顺义区
294,江苏中博通信有限公司,仓库主管,6-8千/月,东坝乡马各庄路东小井甲一号铁塔仓库,116.596616,39.952289,https://jobs.51job.com/beijing-cyq/97654323.html?s=01&t=0,6.0,8.0,7.0,朝阳区
295,北京赛奥安伟业科技发展有限公司,仓库主管,3-4.5千/月,北京市朝阳区八里庄东里,116.505118,39.924029,https://jobs.51job.com/beijing-cyq/68718869.html?s=01&t=0,3.0,4.5,3.75,朝阳区
296,北京虎威宝特服装有限公司,仓库主管,4.5-6千/月,广渠门内夕照寺大街14号院4号楼富瑞苑大厦二层佐丹奴,116.431232,39.807138,https://jobs.51job.com/beijing-dcq/109814280.html?s=01&t=0,4.5,6.0,5.25,东城区
297,深圳市源腾睿电子商务有限责任公司,仓库主管,4.5-6千/月,北京-海淀区,116.305438,39.965488,https://jobs.51job.com/beijing-hdq/109813562.html?s=01&t=0,4.5,6.0,5.25,海淀区
298,北京中惠普分析技术研究所,仓库主管,4.5-6千/月,采育开发区育祥街11号,116.67194,39.661998,https://jobs.51job.com/beijing-dxq/109797839.html?s=01&t=0,4.5,6.0,5.25,大兴区
300,北京福源福禧汽车销售服务有限公司,仓库主管,6-8千/月,金盏乡东苇路北北京金港展览展示有限公司C区11号,116.568508,40.024477,https://jobs.51job.com/beijing-cyq/107828497.html?s=01&t=0,6.0,8.0,7.0,朝阳区
301,普瑞奇科技（北京）股份有限公司,仓库主管,3-4.5千/月,科创二街10号新瀛工业园,116.537002,39.821158,https://jobs.51job.com/beijing-dxq/107482526.html?s=01&t=0,3.0,4.5,3.75,大兴区
302,北京安达泰克科技有限公司,仓库主管,4-5千/月,北京顺义区天竺空港工业区B区裕安路丙22号,116.554172,40.10557,https://jobs.51job.com/beijing-syq/65864735.html?s=01&t=0,4.0,5.0,4.5,顺义区
303,双齐国际贸易（上海）有限公司,仓库主管,3-4.5千/月,黑庄户乡大鲁店二村大咸路5 号会成物流仓库,116.599571,39.844007,https://jobs.51job.com/beijing-cyq/71771092.html?s=01&t=0,3.0,4.5,3.75,朝阳区
305,北京亚康环宇科技有限公司,IT资产管理员,4-6千/月,四季青海淀区杏石口路23号西山塑料制品厂,116.266609,39.95572,https://jobs.51job.com/beijing-hdq/107080011.html?s=01&t=0,4.0,6.0,5.0,海淀区
